,u,v,distance(m),street type,speed(km/h)
35753,259616699,26034540,14.0,1,15.0
35754,259616706,3158860634,32.0,1,15.0
35755,259616706,595594370,12.0,1,15.0
35756,259616709,103121688,48.0,0,10.0
35757,259616709,6207096573,67.0,1,15.0
35758,259616712,667224586,41.0,0,10.0
35759,259616712,6167236639,19.0,0,10.0
35760,591259268,591259270,23.0,1,15.0
35762,591259268,157861191,54.0,0,10.0
35764,591259270,1728565030,18.0,0,10.0
35766,591259270,591259268,23.0,2,20.0
35768,4353912789,4353912800,34.0,1,15.0
35769,4353912789,781082259,71.0,1,15.0
35770,4353912789,4353912794,63.0,1,15.0
35771,4353912789,4353884085,86.0,0,10.0
35772,4353912794,781082357,20.0,2,20.0
35773,4353912794,781082259,49.0,1,15.0
35774,4353912794,4353912789,63.0,1,15.0
35775,4353912800,4353912789,34.0,0,10.0
35776,4353912800,781082364,48.0,2,20.0
35777,4353912800,4353912804,38.0,1,15.0
35778,259616740,387153097,13.0,1,15.0
35779,259616740,35354783,22.0,2,20.0
35780,4353912805,260907396,21.0,1,15.0
35781,4353912805,781083503,41.0,1,15.0
35782,4353912805,781082259,75.0,1,15.0
35783,259616744,3215106488,14.0,1,15.0
35784,259616744,3215106490,34.0,1,15.0
35785,591259275,163627875,38.0,1,15.0
35787,591259275,157861192,44.0,0,10.0
35789,4353912804,4353912800,38.0,0,10.0
35790,259616751,2266563639,115.0,1,15.0
35791,259616751,30942994,14.0,1,15.0
35792,259616751,387266338,19.0,1,15.0
35793,259616751,387266447,133.0,1,15.0
35794,4353912826,260907403,44.0,2,20.0
35795,4353912826,2171141889,40.0,0,10.0
35796,4353912826,4353912827,26.0,0,10.0
35797,4353912826,2171141873,116.0,0,10.0
35798,4353912827,4353912826,26.0,2,20.0
35799,4353912828,304536741,19.0,2,20.0
35800,4353912828,260907401,51.0,0,10.0
35801,4353912828,4353912830,141.0,1,15.0
35802,4353912830,781083503,47.0,1,15.0
35803,4353912830,781083426,50.0,1,15.0
35804,4353912830,4353912828,141.0,2,20.0
35805,4353912831,260907398,40.0,0,10.0
35806,4353912831,781083503,103.0,1,15.0
35807,4353912831,4353912833,49.0,1,15.0
35808,2296606721,207085335,9.0,2,20.0
35810,2296606721,2272185759,56.0,0,10.0
35811,2296606721,2296606723,19.0,1,15.0
35812,2296606721,6222911336,31.0,2,20.0
35814,4353912834,2481930895,14.0,0,10.0
35815,2296606723,2296606724,66.0,1,15.0
35817,2296606723,2296606721,19.0,0,10.0
35818,2296606723,2272185759,38.0,2,20.0
35819,2296606724,2296606723,66.0,0,10.0
35821,2296606724,6222911336,54.0,2,20.0
35822,2296606724,5619579757,286.0,0,10.0
35823,4353912833,4353912831,49.0,1,15.0
35824,324235287,1287239271,116.0,2,20.0
35825,4398346291,2400284479,4.0,1,15.0
35827,4398346291,243097384,5.0,0,10.0
35829,4398346291,92156538,4.0,1,15.0
35830,4398346291,4398346297,86.0,1,15.0
35833,4398346297,4398346301,18.0,1,15.0
35834,4398346297,4398346291,86.0,2,20.0
35835,4398346300,243097404,5.0,0,10.0
35836,4398346300,4398346301,5.0,2,20.0
35837,4398346300,5587544638,4.0,1,15.0
35838,4398346300,591432618,31.0,0,10.0
35839,4398346301,92156522,14.0,0,10.0
35840,4398346301,92159611,31.0,1,15.0
35841,4398346301,4398346300,5.0,1,15.0
35842,4398346301,4398346297,18.0,1,15.0
35843,30240831,778809779,120.0,0,10.0
35844,30240831,2209383485,122.0,1,15.0
35845,30240831,4326586172,29.0,1,15.0
35846,30240834,30240835,19.0,0,10.0
35847,30240835,30240836,37.0,1,15.0
35848,30240836,778827738,48.0,0,10.0
35849,30240836,777839234,50.0,1,15.0
35850,370241607,331164104,41.0,1,15.0
35851,370241607,370241904,50.0,0,10.0
35852,1224831058,634783943,8.0,2,20.0
35854,1224831058,634783941,9.0,1,15.0
35856,370241630,370241904,27.0,1,15.0
35857,370241630,370241633,28.0,0,10.0
35858,370241630,370241971,67.0,1,15.0
35859,370241633,370241630,28.0,0,10.0
35860,370241633,2766300593,39.0,1,15.0
35861,370241633,331163880,14.0,2,20.0
35862,2975297647,4909776694,101.0,2,20.0
35863,2975297647,2927793638,35.0,2,20.0
35864,2975297647,4315827380,2.0,0,10.0
35865,55931048,579483129,47.0,1,15.0
35866,55931048,579482160,134.0,1,15.0
35867,55931048,579484548,130.0,1,15.0
35868,55931050,579484548,47.0,2,20.0
35869,55931050,579483129,130.0,2,20.0
35870,55931050,579514099,203.0,1,15.0
35871,55931054,579986155,33.0,1,15.0
35872,55931054,306975715,50.0,1,15.0
35873,55931054,579514099,36.0,1,15.0
35874,55931054,60096993,44.0,2,20.0
35875,55931058,2577925392,101.0,1,15.0
35876,55931058,579986298,43.0,1,15.0
35877,55931058,579986155,133.0,1,15.0
35878,55931060,55931058,49.0,1,15.0
35879,55931060,579973133,5.0,0,10.0
35880,55931060,55931062,37.0,0,10.0
35881,55931062,55931060,37.0,2,20.0
35883,55931062,579973149,5.0,2,20.0
35884,2400284873,92156538,11.0,1,15.0
35885,2400284873,3938479956,12.0,0,10.0
35886,2400284873,3938479955,11.0,1,15.0
35887,2400284873,107172439,48.0,2,20.0
35888,844460328,844418936,9.0,1,15.0
35889,844460328,60653715,74.0,2,20.0
35890,370241904,370241630,27.0,1,15.0
35891,370241904,370241607,50.0,0,10.0
35892,370241904,331164165,42.0,1,15.0
35893,373649798,373649829,21.0,0,10.0
35894,373649798,373646015,35.0,1,15.0
35895,373649829,373650768,16.0,0,10.0
35896,373649829,373649831,22.0,2,20.0
35897,373649829,129549424,201.0,1,15.0
35898,373649831,373656306,75.0,1,15.0
35899,373649839,373649883,42.0,1,15.0
35900,373649839,373650770,42.0,0,10.0
35901,370241971,1367608940,53.0,1,15.0
35902,370241971,370241630,67.0,2,20.0
35903,1479897546,1479897587,5.0,2,20.0
35904,1479897546,589487252,4.0,1,15.0
35905,1479897546,589488560,36.0,0,10.0
35906,1479897550,1479897564,2.0,1,15.0
35907,1479897552,589487250,15.0,1,15.0
35908,1479897554,1479897560,15.0,1,15.0
35909,1479897555,589487252,2.0,1,15.0
35910,1479897555,589487250,45.0,1,15.0
35911,1479897555,1479897565,3.0,0,10.0
35912,1479897558,1479928044,8.0,0,10.0
35913,1479897558,589501828,8.0,1,15.0
35914,1479897559,589485010,8.0,1,15.0
35915,1479897560,1479897566,2.0,2,20.0
35916,1479897560,1479897564,45.0,0,10.0
35917,1479897560,1479897554,15.0,0,10.0
35918,1479897562,1479897586,2.0,1,15.0
35919,1479897562,589485010,2.0,1,15.0
35920,1479897562,1479897587,9.0,2,20.0
35921,1479897564,1479897560,45.0,0,10.0
35922,1479897564,589487252,1.0,1,15.0
35923,1479897564,1479897550,2.0,1,15.0
35924,1479897565,1479897555,3.0,0,10.0
35925,1479897566,589487250,2.0,1,15.0
35926,1479897566,1479897560,2.0,1,15.0
35927,1479897566,1479897585,16.0,1,15.0
35928,1479897567,589485010,46.0,1,15.0
35930,1479897567,589485008,2.0,2,20.0
35931,1479897567,1479897575,5.0,2,20.0
35932,1479897568,589485008,2.0,0,10.0
35933,1479897568,1479897574,5.0,1,15.0
35934,1479897568,1479897586,46.0,1,15.0
35935,373649883,373649887,15.0,2,20.0
35936,373649883,373650770,17.0,2,20.0
35937,373649883,373650775,253.0,0,10.0
35938,1479897574,1479897568,5.0,0,10.0
35939,1479897575,1479897567,5.0,2,20.0
35940,702378470,387152936,46.0,0,10.0
35941,702378470,767729209,14.0,1,15.0
35942,1479897579,589485008,7.0,1,15.0
35943,1479897579,589484813,4.0,1,15.0
35944,1479897579,589501824,8.0,2,20.0
35945,1479897577,589500304,6.0,1,15.0
35946,1479897577,1479897558,14.0,1,15.0
35947,4735909070,4735909069,9.0,2,20.0
35948,4735909070,4735909071,18.0,1,15.0
35950,4735909070,4735909075,7.0,1,15.0
35951,1479897585,1479897566,16.0,1,15.0
35952,1479897585,589501828,5.0,1,15.0
35953,1479897585,589488568,3.0,0,10.0
35954,1479897586,1479897562,2.0,1,15.0
35955,1479897586,1479897545,6.0,1,15.0
35956,1479897586,1479897568,46.0,1,15.0
35957,1479897587,1479897546,5.0,1,15.0
35958,1479897587,1479897562,9.0,2,20.0
35959,1479897587,589484813,60.0,0,10.0
35960,259617268,30942794,12.0,1,15.0
35961,259617268,4735922441,19.0,1,15.0
35962,267350556,267350557,23.0,1,15.0
35963,267350556,2117205389,24.0,0,10.0
35964,267350556,267350498,165.0,1,15.0
35965,267350556,267350505,175.0,1,15.0
35966,267350556,577521512,108.0,0,10.0
35967,267350557,267350556,23.0,2,20.0
35968,267350557,577522769,21.0,0,10.0
35969,267350557,577523565,49.0,2,20.0
35970,3094966833,54392200,12.0,0,10.0
35971,3094966833,387153038,88.0,1,15.0
35972,3094966836,34909156,40.0,2,20.0
35973,3094966836,3094966837,12.0,1,15.0
35974,3094966837,387153057,32.0,1,15.0
35975,3094966837,3094966836,12.0,2,20.0
35976,3094966838,3094966839,10.0,1,15.0
35977,3094966838,33317568,47.0,2,20.0
35978,3094966839,387153043,35.0,1,15.0
35979,3094966839,3094966838,10.0,1,15.0
35980,3094966840,3094966841,11.0,0,10.0
35981,3094966840,387153044,45.0,2,20.0
35982,3094966841,5797734215,14.0,2,20.0
35983,3094966841,3094966840,11.0,2,20.0
35984,3094966842,572005110,11.0,2,20.0
35985,3094966842,387153045,26.0,0,10.0
35986,3094966843,3094966844,11.0,1,15.0
35987,3094966843,702462230,47.0,1,15.0
35988,3094966844,572004507,12.0,2,20.0
35989,3094966844,3094966843,11.0,0,10.0
35990,267350593,267350505,13.0,2,20.0
35991,267350593,577522759,41.0,0,10.0
35992,267350593,577523714,48.0,1,15.0
35993,356479566,356479647,122.0,1,15.0
35994,356479566,25635442,40.0,1,15.0
35995,356479566,227315895,42.0,0,10.0
35996,702378611,702378614,30.0,0,10.0
35997,702378611,332544824,11.0,1,15.0
35998,702378611,4633573544,17.0,2,20.0
35999,702378614,127601472,50.0,1,15.0
36000,370242178,248208582,70.0,0,10.0
36001,370242200,4774435697,48.0,0,10.0
36002,370242200,370242305,63.0,1,15.0
36003,356479647,356479566,122.0,0,10.0
36004,356479647,493053630,41.0,1,15.0
36005,356479647,493053633,40.0,1,15.0
36006,267350689,267350690,12.0,0,10.0
36007,267350689,577521817,135.0,2,20.0
36008,267350689,267315608,220.0,1,15.0
36009,267350689,577520998,26.0,0,10.0
36010,267350690,267350689,12.0,1,15.0
36011,267350690,267317332,140.0,2,20.0
36012,267350690,267317210,213.0,0,10.0
36013,227766956,2213981044,2.0,1,15.0
36014,227766956,2086399986,69.0,1,15.0
36015,227766956,31477169,98.0,0,10.0
36016,370242235,370242240,42.0,1,15.0
36017,370242235,246725700,98.0,1,15.0
36018,370242235,233315059,79.0,1,15.0
36019,767652542,767592197,4.0,1,15.0
36020,767652542,2384091383,25.0,0,10.0
36021,370242240,370242235,42.0,0,10.0
36022,291483919,291483920,18.0,1,15.0
36024,291483919,291483918,82.0,2,20.0
36026,370242273,370242274,46.0,2,20.0
36027,370242273,244222120,28.0,1,15.0
36028,370242274,370242273,46.0,1,15.0
36029,6237549287,207093528,27.0,0,10.0
36031,6237549287,310944039,72.0,0,10.0
36033,247689966,576876786,103.0,1,15.0
36035,247689966,247689970,138.0,0,10.0
36036,247689966,248737313,203.0,2,20.0
36037,247689970,6167254960,3.0,2,20.0
36038,247689970,247689966,138.0,2,20.0
36039,247689970,591435584,28.0,2,20.0
36040,1450727027,1449496093,42.0,1,15.0
36042,1450727027,1449496160,28.0,1,15.0
36044,647852796,224761635,12.0,0,10.0
36045,647852796,30287593,44.0,2,20.0
36046,370242305,370242326,51.0,1,15.0
36047,370242305,3208518267,15.0,0,10.0
36048,370242305,242532857,34.0,1,15.0
36049,370242312,370242326,18.0,1,15.0
36050,370242314,3208518268,38.0,1,15.0
36051,370242314,370242326,30.0,1,15.0
36052,370242314,1367607240,10.0,1,15.0
36053,647852812,227324691,43.0,0,10.0
36054,647852812,846540128,43.0,1,15.0
36055,647852812,227324713,54.0,2,20.0
36056,3094967060,2142179147,9.0,1,15.0
36057,3094967060,3094967062,51.0,0,10.0
36058,3094967060,3260985583,27.0,0,10.0
36059,3094967062,702351134,7.0,1,15.0
36060,3094967062,3094967066,49.0,1,15.0
36061,3094967062,3094967060,51.0,0,10.0
36062,3094967065,3094967066,190.0,2,20.0
36063,3094967066,3094967065,190.0,1,15.0
36064,3094967066,3094967067,10.0,0,10.0
36065,3094967066,3094967062,49.0,1,15.0
36066,3094967067,3094967066,10.0,0,10.0
36067,3094967067,702351134,61.0,0,10.0
36068,3094967067,702351328,459.0,1,15.0
36069,370242326,370242312,18.0,0,10.0
36070,370242326,370242305,51.0,1,15.0
36071,370242326,370242327,10.0,2,20.0
36072,370242326,370242314,30.0,2,20.0
36073,370242327,370242326,10.0,0,10.0
36074,4723274545,1253853406,47.0,2,20.0
36075,4723274545,4723274546,14.0,0,10.0
36076,4723274546,2384091382,141.0,0,10.0
36077,4723274546,1889073821,674.0,1,15.0
36078,4723274546,4723274545,14.0,1,15.0
36079,3394728757,591392066,7.0,2,20.0
36080,3394728757,5880339360,13.0,0,10.0
36081,3394728757,6167247308,82.0,1,15.0
36082,145191754,6167230992,39.0,1,15.0
36083,145191754,6167191181,49.0,1,15.0
36084,1287222120,1287239245,104.0,1,15.0
36085,591229839,452380689,2.0,1,15.0
36087,591229839,452380688,7.0,0,10.0
36089,1450727063,746924731,2.0,1,15.0
36090,1450727063,6226313835,4.0,2,20.0
36091,1450727063,1450727124,95.0,2,20.0
36092,1450727063,266736930,35.0,2,20.0
36093,3121574833,127538409,47.0,1,15.0
36094,3121574833,30287594,133.0,0,10.0
36095,3121574833,3121574834,35.0,0,10.0
36096,3121574834,746341029,107.0,2,20.0
36097,3121574834,3121574835,27.0,0,10.0
36098,3121574834,746340941,101.0,2,20.0
36099,3121574834,3121574833,35.0,1,15.0
36100,3121574835,746341027,108.0,2,20.0
36101,3121574835,746340941,98.0,0,10.0
36102,3121574835,3121574836,35.0,0,10.0
36103,3121574835,3121574834,27.0,1,15.0
36104,3121574836,746340956,108.0,2,20.0
36105,3121574836,746340945,97.0,1,15.0
36106,3121574836,3121574837,29.0,2,20.0
36107,3121574836,3121574835,35.0,0,10.0
36108,3121574837,746340949,96.0,2,20.0
36109,3121574837,746340967,108.0,2,20.0
36110,3121574837,3121574838,37.0,2,20.0
36111,3121574837,3121574836,29.0,0,10.0
36112,3121574838,3121574837,37.0,0,10.0
36113,3121574838,746340967,114.0,0,10.0
36114,3121574838,746340949,103.0,2,20.0
36115,2006021061,3994640124,51.0,1,15.0
36116,2006021061,2006021066,54.0,2,20.0
36117,2006021061,409550967,119.0,1,15.0
36118,2006021064,129288570,35.0,1,15.0
36119,2006021064,5034416925,8.0,0,10.0
36120,2006021064,2006021074,53.0,2,20.0
36121,2006021064,3994640121,441.0,1,15.0
36123,2006021066,283059737,114.0,1,15.0
36124,2006021066,3994640121,141.0,1,15.0
36125,2006021066,2006021061,54.0,1,15.0
36126,591360973,591360978,8.0,1,15.0
36128,591360973,310957196,9.0,0,10.0
36129,591360973,591359366,12.0,0,10.0
36130,2006021074,3994640125,55.0,2,20.0
36131,2006021074,3994641806,32.0,2,20.0
36132,2006021074,2006021064,53.0,2,20.0
36133,591360978,310957196,6.0,1,15.0
36135,591360978,591360973,8.0,1,15.0
36137,6206878685,571730335,19.0,2,20.0
36138,6206878685,364861229,97.0,1,15.0
36139,6206878690,591317304,32.0,0,10.0
36140,6206878690,591329182,49.0,1,15.0
36141,846558200,2705192016,137.0,1,15.0
36142,846558200,2705192017,137.0,0,10.0
36143,2970973182,206204621,107.0,0,10.0
36145,2970973182,4755607457,92.0,2,20.0
36147,2970973182,5232347245,2195.0,1,15.0
36148,2970973182,2970963296,636.0,0,10.0
36149,384005156,384005174,81.0,1,15.0
36150,384005174,2204643284,34.0,2,20.0
36151,384005174,233315265,66.0,2,20.0
36152,384005174,679680975,46.0,1,15.0
36153,384005174,384005156,81.0,1,15.0
36154,384005175,2204643282,34.0,2,20.0
36155,384005175,679680975,41.0,1,15.0
36156,4260590669,1283618016,10.0,1,15.0
36157,4260590672,1283618042,9.0,2,20.0
36158,4260590672,4260590673,4.0,2,20.0
36159,4260590672,1283617975,5.0,0,10.0
36160,4260590673,1281079287,100.0,2,20.0
36161,4260590673,4260590674,6.0,1,15.0
36162,4260590673,4260590672,4.0,2,20.0
36163,4260590674,4260590675,10.0,1,15.0
36164,4260590674,4260590673,6.0,2,20.0
36165,4260590674,210397146,100.0,1,15.0
36166,4260590675,4260590676,5.0,1,15.0
36167,4260590675,4260590674,10.0,0,10.0
36168,4260590675,33238497,99.0,1,15.0
36169,4260590676,4260590675,5.0,1,15.0
36170,702379099,127650566,3.0,0,10.0
36171,702379105,2302316257,13.0,0,10.0
36172,702379105,387152924,47.0,1,15.0
36173,777745518,777753011,4.0,0,10.0
36174,777745518,777753008,9.0,1,15.0
36175,777745518,777743504,7.0,2,20.0
36176,1224832128,1224804777,84.0,1,15.0
36178,1224832128,1224804750,6.0,1,15.0
36180,3862394069,3212035134,15.0,0,10.0
36183,3862394069,3862394071,17.0,2,20.0
36184,3862394071,3212035134,10.0,0,10.0
36185,3862394071,3862394072,7.0,1,15.0
36186,3862394071,3862394069,17.0,1,15.0
36187,3862394071,3862394073,27.0,0,10.0
36188,3862394072,3862394073,26.0,1,15.0
36190,3862394072,3862394071,7.0,2,20.0
36191,3862394072,3862394075,5.0,2,20.0
36192,3862394073,3862394072,26.0,0,10.0
36194,3862394073,3862394071,27.0,1,15.0
36195,3862394073,4655129038,11.0,1,15.0
36196,3862394075,4655129038,16.0,1,15.0
36198,3862394075,3862394072,5.0,1,15.0
36199,3862394075,4655129034,9.0,0,10.0
36200,612725996,6167413271,28.0,2,20.0
36201,612725996,612726025,10.0,1,15.0
36202,612725996,612726023,9.0,1,15.0
36203,3512300806,5563404250,4.0,2,20.0
36204,3512300806,5827666867,35.0,2,20.0
36205,3512300806,5563404262,141.0,1,15.0
36206,612726023,612725996,9.0,2,20.0
36207,3512300807,5563404250,35.0,1,15.0
36208,612726025,612725996,10.0,1,15.0
36209,2185303472,554206042,11.0,2,20.0
36211,2185303472,2185303474,36.0,1,15.0
36213,1350268191,257485945,61.0,0,10.0
36214,1350268191,257485943,11.0,1,15.0
36215,1350268191,5058108345,13.0,2,20.0
36216,2185303474,2185303472,36.0,1,15.0
36218,2185303474,554206047,69.0,2,20.0
36219,2185303474,5579711429,265.0,1,15.0
36220,1350268202,243097143,81.0,1,15.0
36221,844461363,844456058,7.0,1,15.0
36222,844461363,560991951,7.0,0,10.0
36223,844461363,844461364,7.0,0,10.0
36224,844461364,844461363,7.0,0,10.0
36225,844461364,844455717,7.0,1,15.0
36226,844461364,844489307,46.0,1,15.0
36227,2185303477,2185303478,14.0,0,10.0
36229,2185303477,554206047,33.0,2,20.0
36231,2185303478,2185303479,30.0,2,20.0
36233,2185303478,2185303477,14.0,1,15.0
36235,2185303479,2185303480,28.0,1,15.0
36237,2185303479,2185303478,30.0,0,10.0
36239,373650768,373650770,19.0,0,10.0
36240,373650768,373649829,16.0,2,20.0
36241,373650768,373649831,14.0,1,15.0
36242,373650770,373649883,17.0,0,10.0
36243,373650770,373650768,19.0,0,10.0
36244,373650770,373645955,5.0,0,10.0
36245,373650775,373643807,10.0,2,20.0
36246,373650775,373650806,67.0,2,20.0
36247,373650775,373649883,253.0,1,15.0
36248,373650775,373646808,295.0,2,20.0
36249,767653222,767582209,129.0,1,15.0
36250,373650806,373644746,350.0,2,20.0
36251,373650806,878569544,1441.0,1,15.0
36252,373650806,373650775,67.0,1,15.0
36253,1982297474,30287595,6.0,0,10.0
36255,1982297474,1986325611,6.0,1,15.0
36256,1982297474,3427761887,6.0,1,15.0
36258,1982297474,3121558871,84.0,0,10.0
36259,2427549062,2451174795,742.0,0,10.0
36260,224753041,224753120,207.0,0,10.0
36261,224753041,1140277347,122.0,0,10.0
36262,4557862293,224761692,11.0,1,15.0
36263,4557862293,224761716,37.0,1,15.0
36264,4557862293,4557862296,52.0,1,15.0
36265,364869016,233314890,61.0,1,15.0
36266,364869016,2204643315,95.0,0,10.0
36267,4557862296,4557862293,52.0,0,10.0
36268,758609360,528650042,9.0,0,10.0
36269,758609360,554240024,9.0,1,15.0
36270,758609360,844412409,10.0,2,20.0
36271,4049565155,560985671,55.0,1,15.0
36272,4049565155,301537534,25.0,2,20.0
36274,224753120,2236727821,161.0,1,15.0
36275,364869138,4297530204,36.0,2,20.0
36276,364869138,652430417,41.0,0,10.0
36277,1517123099,650268133,16.0,1,15.0
36278,1517123099,650282682,184.0,2,20.0
36279,1517123099,6167357873,21.0,1,15.0
36280,576879120,21579166,35.0,1,15.0
36281,844461604,844461606,5.0,1,15.0
36282,844461604,560991956,8.0,0,10.0
36283,844461606,560989599,5.0,1,15.0
36284,844461606,844456058,7.0,2,20.0
36285,781153854,30220442,61.0,0,10.0
36286,781153854,781154040,14.0,1,15.0
36287,576879142,3085926096,6.0,0,10.0
36288,576879142,3085926099,10.0,2,20.0
36289,576879142,2935371904,123.0,2,20.0
36290,2020832914,2020832917,17.0,1,15.0
36291,2020832914,6167441075,3.0,2,20.0
36292,2020832914,597547724,58.0,1,15.0
36293,2020832914,597547732,49.0,1,15.0
36294,2020832915,594206754,15.0,1,15.0
36295,2020832915,594172655,15.0,1,15.0
36296,2020832915,6167441077,3.0,1,15.0
36297,2020832915,594179721,47.0,2,20.0
36298,2020832917,2020832914,17.0,1,15.0
36299,2020832917,6167441076,2.0,0,10.0
36300,2020832917,597547728,59.0,1,15.0
36301,2020832917,597547732,50.0,1,15.0
36302,35354279,3215106499,43.0,2,20.0
36303,35354279,2266563642,74.0,2,20.0
36304,35354279,3215106501,27.0,1,15.0
36305,35354279,3215106494,64.0,2,20.0
36306,265516775,1490182710,29.0,1,15.0
36307,265516775,267317363,152.0,2,20.0
36308,781154040,1883302854,73.0,0,10.0
36309,781154040,781153854,14.0,1,15.0
36310,1492350739,1492350748,6.0,0,10.0
36311,1492350739,1492175303,67.0,2,20.0
36313,1492350741,1492175306,3.0,1,15.0
36314,1492350741,1492175303,8.0,0,10.0
36315,1492350741,1492175321,3.0,0,10.0
36316,370243352,30287401,87.0,1,15.0
36317,370243352,370243357,57.0,0,10.0
36318,1492350745,1492175322,6.0,0,10.0
36319,1492350745,1492350747,4.0,1,15.0
36320,1492350745,1492169346,5.0,1,15.0
36321,1492350746,1492410212,6.0,2,20.0
36322,1492350747,1492350745,4.0,1,15.0
36323,1492350747,1492350749,4.0,0,10.0
36324,1492350747,1492169287,100.0,2,20.0
36325,1492350749,1492350747,4.0,0,10.0
36326,1492350749,1492350748,5.0,0,10.0
36327,1492350749,1492175306,83.0,0,10.0
36328,1492350748,1492350739,6.0,1,15.0
36329,1492350748,1492169329,2.0,1,15.0
36330,1492350748,1492350749,5.0,2,20.0
36331,1492350750,1492175312,9.0,2,20.0
36332,1492350750,1492175322,66.0,1,15.0
36334,370243357,370243352,57.0,2,20.0
36335,265516842,2992212332,14.0,2,20.0
36336,265516842,243963300,102.0,1,15.0
36337,2810279736,1449308597,2.0,1,15.0
36338,2810279736,2810279737,4.0,2,20.0
36339,2810279736,1449266750,65.0,2,20.0
36340,2810279738,2810279737,4.0,2,20.0
36341,2810279738,1449316569,18.0,1,15.0
36342,2810279739,2810279740,7.0,1,15.0
36343,2810279739,547568845,44.0,2,20.0
36344,2810279740,1449316640,112.0,1,15.0
36345,2810279740,2810279741,4.0,1,15.0
36346,2810279740,2810279739,7.0,0,10.0
36347,2810279741,1449316602,45.0,1,15.0
36348,2810279741,2810279744,10.0,2,20.0
36349,2810279741,2810279740,4.0,1,15.0
36350,2029614911,301549266,20.0,2,20.0
36351,2029614911,2170946980,20.0,0,10.0
36352,2029614911,2699015970,54.0,1,15.0
36353,2810279749,660544730,53.0,0,10.0
36354,2810279749,1449308555,54.0,1,15.0
36355,2810279749,2810279744,112.0,0,10.0
36356,2810279752,2810279751,5.0,1,15.0
36357,2810279752,1449308555,101.0,1,15.0
36358,2810279751,2810279750,4.0,0,10.0
36359,2810279751,2810279752,5.0,1,15.0
36360,2810279751,60095900,101.0,2,20.0
36361,2810279750,1449308580,2.0,2,20.0
36362,2810279750,2810279751,4.0,0,10.0
36363,2810279750,2810279743,66.0,1,15.0
36364,844461911,844462403,7.0,1,15.0
36365,844461911,3743608241,7.0,1,15.0
36366,781154146,125386189,24.0,1,15.0
36367,781154146,781154177,14.0,1,15.0
36368,356087677,248746741,100.0,1,15.0
36369,781154177,702452267,67.0,1,15.0
36370,781154177,781154146,14.0,1,15.0
36371,781023109,4730421707,12.0,1,15.0
36372,781023109,780995205,90.0,1,15.0
36373,589133757,6167357857,43.0,2,20.0
36374,370243518,33238508,57.0,2,20.0
36375,370243518,5096779236,52.0,2,20.0
36376,370243518,4821906158,52.0,0,10.0
36377,370243521,370244513,11.0,0,10.0
36378,2384426953,176693380,85.0,0,10.0
36379,2384426953,176693522,39.0,2,20.0
36380,2384426953,2384426955,60.0,2,20.0
36381,2384426955,2776391634,107.0,2,20.0
36382,2384426955,6167279411,151.0,1,15.0
36383,2384426955,2384426953,60.0,1,15.0
36384,244283340,332794352,87.0,0,10.0
36385,244283340,332794361,53.0,1,15.0
36386,244283340,332797496,26.0,0,10.0
36387,2296608743,331419539,35.0,1,15.0
36388,844462093,844462098,5.0,1,15.0
36389,844462093,2347007247,9.0,1,15.0
36390,844462096,844412409,9.0,2,20.0
36391,844462096,844461604,5.0,0,10.0
36392,844462098,560988354,9.0,0,10.0
36393,844462098,844462100,4.0,1,15.0
36394,844462100,844462096,5.0,1,15.0
36395,844462100,560989600,5.0,1,15.0
36396,591231024,4442480290,39.0,0,10.0
36398,591231024,5231666930,68.0,0,10.0
36399,591231024,452380703,167.0,1,15.0
36400,6182893637,243963292,42.0,1,15.0
36401,6182893638,41675719,197.0,1,15.0
36402,174815317,1327098174,100.0,1,15.0
36403,174815317,2302923319,15.0,1,15.0
36404,2242869363,4283908188,119.0,1,15.0
36405,35354783,2700794304,14.0,1,15.0
36406,35354783,3215191983,30.0,0,10.0
36407,35354783,387153087,160.0,1,15.0
36408,1889761484,1889198511,169.0,1,15.0
36409,1889761484,1889772001,562.0,1,15.0
36410,1889761484,1889762121,1274.0,1,15.0
36411,2088335572,1525908983,17.0,0,10.0
36412,2088335572,3793626747,6.0,1,15.0
36413,2088335572,277164392,15.0,0,10.0
36414,2088335574,575570514,13.0,0,10.0
36415,2088335574,1525908924,14.0,1,15.0
36416,2088335574,4342425833,42.0,1,15.0
36417,384006399,227324345,184.0,2,20.0
36418,384006399,1982329495,8.0,2,20.0
36419,384006399,1982318497,166.0,0,10.0
36420,760183042,760183043,36.0,0,10.0
36422,760183042,6200183406,45.0,0,10.0
36423,760183042,3908618732,40.0,0,10.0
36424,760183043,6200183406,26.0,1,15.0
36426,760183043,760183042,36.0,2,20.0
36428,760183043,3908618732,16.0,1,15.0
36430,373651727,373652884,11.0,1,15.0
36431,373651727,373646823,56.0,1,15.0
36432,370243860,370244512,36.0,0,10.0
36433,370243860,370243882,37.0,0,10.0
36434,370243882,370243860,37.0,2,20.0
36435,781154613,3222703076,33.0,2,20.0
36436,781154613,3222703082,115.0,1,15.0
36437,844462403,560991954,8.0,1,15.0
36438,844462403,844462093,9.0,0,10.0
36439,5446793543,107155978,25.0,2,20.0
36441,5446793543,5446793542,37.0,1,15.0
36443,5446793542,5446793543,37.0,2,20.0
36445,5446793542,207075992,24.0,1,15.0
36447,370243915,3208518274,36.0,0,10.0
36448,370243915,244222508,52.0,1,15.0
36449,384006483,227324395,65.0,2,20.0
36450,384006483,1985429676,45.0,2,20.0
